Timestamp,Packet_Length,Proto_TCP,Proto_UDP,Proto_ICMP,TCP_SYN,TCP_ACK,TCP_RST,Packet_Rate_1s
1785760981.231346,40,1,0,0,1,0,0,39.0
1785760981.247219,40,1,0,0,1,0,0,40.0
1785760981.262298,40,1,0,0,1,0,0,41.0
1785760981.277273,40,1,0,0,1,0,0,42.0
1785760981.292933,40,1,0,0,1,0,0,43.0
1785760981.307832,40,1,0,0,1,0,0,44.0
1785760981.322847,40,1,0,0,1,0,0,45.0
1785760981.338583,40,1,0,0,1,0,0,46.0
1785760981.353922,40,1,0,0,1,0,0,47.0
1785760981.369405,40,1,0,0,1,0,0,48.0
1785760981.384828,40,1,0,0,1,0,0,49.0
1785760981.400469,40,1,0,0,1,0,0,50.0
1785760981.415854,40,1,0,0,1,0,0,51.0
1785760981.430635,40,1,0,0,1,0,0,52.0
1785760981.445479,40,1,0,0,1,0,0,53.0
1785760981.460491,40,1,0,0,1,0,0,54.0
1785760981.475331,40,1,0,0,1,0,0,55.0
1785760981.489966,40,1,0,0,1,0,0,56.0
1785760981.505097,40,1,0,0,1,0,0,57.0
1785760981.519900,40,1,0,0,1,0,0,58.0
1785760981.534944,40,1,0,0,1,0,0,59.0
1785760981.550467,40,1,0,0,1,0,0,60.0
1785760981.565258,40,1,0,0,1,0,0,61.0
1785760981.580348,40,1,0,0,1,0,0,62.0
1785760981.595508,40,1,0,0,1,0,0,63.0
1785760981.610219,40,1,0,0,1,0,0,64.0
1785760981.625599,40,1,0,0,1,0,0,65.0
1785760981.640614,40,1,0,0,1,0,0,66.0
1785760981.655835,40,1,0,0,1,0,0,67.0
1785760981.671523,40,1,0,0,1,0,0,68.0
1785760981.686637,40,1,0,0,1,0,0,68.0
1785760981.702047,40,1,0,0,1,0,0,68.0
1785760981.716914,40,1,0,0,1,0,0,68.0
1785760981.731753,40,1,0,0,1,0,0,69.0
1785760981.746624,40,1,0,0,1,0,0,68.0
1785760981.761271,40,1,0,0,1,0,0,69.0
1785760981.775964,40,1,0,0,1,0,0,69.0
1785760981.791638,40,1,0,0,1,0,0,69.0
1785760981.806615,40,1,0,0,1,0,0,69.0
1785760981.821712,40,1,0,0,1,0,0,69.0
1785760981.837541,40,1,0,0,1,0,0,69.0
1785760981.852942,40,1,0,0,1,0,0,69.0
1785760981.868037,40,1,0,0,1,0,0,69.0
1785760981.882970,40,1,0,0,1,0,0,69.0
